ID,Ime,Godine,Grad,Prosek,Datum_upisa,Datum_diplomiranja,ESPB,Email,Telefon,Trajanje_studija,Godina_upisa
474,Marko,28,Nis,9.0,,,119,student@uni.rs,,,
475,Marko,20,Novi Sad,8.0,2018-09-15,2021-05-20,0,ana@gmail.com,,2.6794520547945204,2018.0
477,Nikola,22,Nis,9.0,2019-10-01,2025-07-01,180,jelena@hotmail.com,,5.7534246575342465,2019.0
478,Milica,23,Nis,8.0,2017-09-10,2023-06-15,120,jelena@hotmail.com,,5.764383561643836,2017.0
479,Jovan,25,Nis,10.0,2020-11-01,2025-07-01,119,marko@yahoo.com,,4.6657534246575345,2020.0
480,Jelena,26,nepoznat,9.107142857142858,2017-09-10,,180,ana@gmail.com,+381601234567,,2017.0
481,Jelena,29,Beograd,6.0,2017-09-10,2021-05-20,119,student@uni.rs,,3.6931506849315068,2017.0
483,Nikola,21,Nis,9.0,2017-09-10,2025-07-01,119,ana@gmail.com,,7.810958904109589,2017.0
486,Marko,22,nepoznat,9.0,,,120,ana@gmail.com,+381641234567,,
487,Stefan,25,nepoznat,9.0,,,119,ana@gmail.com,,,
488,Ivana,30,Beograd,7.5,2018-09-15,2025-07-01,119,jelena@hotmail.com,,6.7972602739726025,2018.0
491,Jovan,24,Kragujevac,9.0,2017-09-10,,119,ana@gmail.com,,,2017.0
492,Stefan,23,nepoznat,9.0,2018-09-15,,240,jelena@hotmail.com,,,2018.0
493,Petar,29,Nis,9.107142857142858,2020-11-01,2023-06-15,240,marko@yahoo.com,+381612345678,2.6191780821917807,2020.0
495,Jovan,20,Nis,9.107142857142858,2017-09-10,2021-05-20,60,jelena@hotmail.com,,3.6931506849315068,2017.0
496,nepoznat,29,Beograd,9.107142857142858,2017-09-10,,120,jelena@hotmail.com,+381641234567,,2017.0
497,Marko,25,Beograd,8.0,2017-09-10,,120,student@uni.rs,,,2017.0
498,Milica,21,nepoznat,7.5,,2024-07-01,119,jelena@hotmail.com,+381641234567,,
499,Ivana,20,Novi Sad,8.0,2017-09-10,2024-07-01,240,student@uni.rs,,6.810958904109589,2017.0
500,Ivana,22,nepoznat,6.0,2017-09-10,,180,ana@gmail.com,,,2017.0
501,Nikola,25,Nis,9.0,2017-09-10,2021-05-20,180,ana@gmail.com,,3.6931506849315068,2017.0
502,Marija,27,Novi Sad,9.0,2019-10-01,2024-07-01,180,marko@yahoo.com,,4.7534246575342465,2019.0
506,Milica,25,Novi Sad,7.5,2020-11-01,2023-06-15,240,student@uni.rs,,2.6191780821917807,2020.0
509,Marko,23,Beograd,9.107142857142858,2019-10-01,2024-07-01,60,marko@yahoo.com,,4.7534246575342465,2019.0
513,nepoznat,22,Novi Sad,6.0,2018-09-15,,119,jelena@hotmail.com,,,2018.0
515,Marija,30,Novi Sad,9.0,2017-09-10,,119,ana@gmail.com,,,2017.0
516,nepoznat,21,Novi Sad,8.0,,,119,ana@gmail.com,+381612345678,,
517,Marko,22,Nis,10.0,,2023-06-15,119,jelena@hotmail.com,+381601234567,,
518,Jelena,21,Nis,7.5,2018-09-15,2021-05-20,0,jelena@hotmail.com,+381601234567,2.6794520547945204,2018.0
519,Ivana,25,Novi Sad,9.0,2017-09-10,,240,jelena@hotmail.com,,,2017.0
520,Ivana,23,nepoznat,7.5,,,60,ana@gmail.com,,,
522,Stefan,29,Novi Sad,8.0,2017-09-10,2023-06-15,119,jelena@hotmail.com,+381612345678,5.764383561643836,2017.0
523,nepoznat,28,Nis,8.0,2018-09-15,2023-06-15,180,marko@yahoo.com,,4.750684931506849,2018.0
524,Stefan,21,Nis,9.107142857142858,2017-09-10,,0,student@uni.rs,+381612345678,,2017.0
525,Petar,28,Beograd,9.107142857142858,2019-10-01,2023-06-15,119,jelena@hotmail.com,,3.706849315068493,2019.0
526,Milica,20,Nis,8.0,2017-09-10,2021-05-20,119,student@uni.rs,+381641234567,3.6931506849315068,2017.0
528,Jovan,20,Kragujevac,8.0,2018-09-15,2023-06-15,0,jelena@hotmail.com,,4.750684931506849,2018.0
529,Jelena,23,Kragujevac,6.0,2020-11-01,2023-06-15,180,ana@gmail.com,,2.6191780821917807,2020.0
531,Jovan,20,Novi Sad,9.0,2020-11-01,,240,jelena@hotmail.com,+381601234567,,2020.0
534,Marija,25,Nis,9.0,2019-10-01,,119,marko@yahoo.com,+381641234567,,2019.0
536,Ivana,23,Kragujevac,9.0,2017-09-10,,119,student@uni.rs,,,2017.0
538,Stefan,22,nepoznat,9.107142857142858,,2025-07-01,119,jelena@hotmail.com,+381641234567,,
542,Marija,20,nepoznat,7.5,2018-09-15,2024-07-01,120,marko@yahoo.com,+381641234567,5.7972602739726025,2018.0
543,Nikola,24,Nis,10.0,2017-09-10,,120,ana@gmail.com,,,2017.0
544,Petar,21,nepoznat,9.0,2018-09-15,,180,jelena@hotmail.com,+381601234567,,2018.0
546,Marija,24,Kragujevac,8.0,2019-10-01,2023-06-15,120,marko@yahoo.com,,3.706849315068493,2019.0
549,Ivana,28,Nis,9.0,2017-09-10,2021-05-20,119,marko@yahoo.com,,3.6931506849315068,2017.0
550,nepoznat,23,Kragujevac,7.5,,2023-06-15,180,ana@gmail.com,,,
551,Ivana,20,Nis,8.0,2019-10-01,,119,ana@gmail.com,+381601234567,,2019.0
553,Ana,24,Novi Sad,9.0,2018-09-15,,60,student@uni.rs,+381641234567,,2018.0
556,Stefan,25,Nis,7.5,2017-09-10,,0,jelena@hotmail.com,+381641234567,,2017.0
557,nepoznat,23,nepoznat,8.0,,,119,marko@yahoo.com,+381641234567,,
559,nepoznat,20,nepoznat,9.0,2020-11-01,2021-05-20,119,jelena@hotmail.com,,0.547945205479452,2020.0
561,Petar,25,Kragujevac,10.0,2017-09-10,,0,jelena@hotmail.com,,,2017.0
563,Marko,30,Nis,10.0,2018-09-15,,119,ana@gmail.com,+381601234567,,2018.0
564,Marija,25,nepoznat,9.0,,,119,marko@yahoo.com,+381612345678,,
565,Ivana,21,Nis,7.5,2017-09-10,,240,marko@yahoo.com,+381601234567,,2017.0
566,Petar,24,nepoznat,10.0,,,119,ana@gmail.com,,,
567,Jovan,26,nepoznat,7.5,,,240,student@uni.rs,,,
569,Milica,22,Kragujevac,10.0,2019-10-01,2023-06-15,119,marko@yahoo.com,+381641234567,3.706849315068493,2019.0
573,Ivana,29,Nis,8.0,2017-09-10,,119,jelena@hotmail.com,+381601234567,,2017.0
574,nepoznat,28,Nis,9.107142857142858,2019-10-01,,119,ana@gmail.com,,,2019.0
575,Ivana,21,Novi Sad,9.0,2017-09-10,,180,student@uni.rs,+381612345678,,2017.0
577,Ana,30,Novi Sad,7.5,2020-11-01,,119,student@uni.rs,,,2020.0
578,Jelena,21,Beograd,9.0,,,120,student@uni.rs,+381641234567,,
581,Petar,28,nepoznat,10.0,,2021-05-20,119,ana@gmail.com,,,
582,Ivana,26,Nis,10.0,2017-09-10,2021-05-20,119,student@uni.rs,,3.6931506849315068,2017.0
583,Marko,22,Nis,8.0,,,119,marko@yahoo.com,+381601234567,,
584,Stefan,28,Kragujevac,9.107142857142858,2020-11-01,2021-05-20,0,jelena@hotmail.com,+381641234567,0.547945205479452,2020.0
585,nepoznat,22,Novi Sad,9.0,2019-10-01,,119,marko@yahoo.com,+381601234567,,2019.0
588,Marija,24,nepoznat,10.0,,2023-06-15,120,marko@yahoo.com,+381601234567,,
589,Marko,25,Nis,9.0,2019-10-01,2025-07-01,119,ana@gmail.com,,5.7534246575342465,2019.0
590,Marija,25,Beograd,9.0,,2024-07-01,60,marko@yahoo.com,+381601234567,,
592,Stefan,26,Nis,10.0,2020-11-01,,119,marko@yahoo.com,+381601234567,,2020.0
593,nepoznat,24,Nis,6.0,2017-09-10,,240,jelena@hotmail.com,+381641234567,,2017.0
594,Marko,20,Novi Sad,6.0,2020-11-01,,180,jelena@hotmail.com,+381601234567,,2020.0
596,nepoznat,23,Novi Sad,7.5,2019-10-01,,60,jelena@hotmail.com,,,2019.0
597,Nikola,26,Nis,10.0,,2021-05-20,180,marko@yahoo.com,+381641234567,,
598,Petar,27,Nis,9.0,2018-09-15,2025-07-01,240,jelena@hotmail.com,+381612345678,6.7972602739726025,2018.0
599,Milica,20,nepoznat,10.0,2018-09-15,2023-06-15,119,ana@gmail.com,+381641234567,4.750684931506849,2018.0
600,Petar,24,Nis,8.0,2017-09-10,2023-06-15,180,student@uni.rs,,5.764383561643836,2017.0
601,Marko,26,Beograd,9.107142857142858,,2023-06-15,119,jelena@hotmail.com,,,
603,nepoznat,23,nepoznat,8.0,2017-09-10,2021-05-20,180,ana@gmail.com,,3.6931506849315068,2017.0
606,Marko,23,Nis,10.0,2018-09-15,,119,marko@yahoo.com,+381612345678,,2018.0
607,Ivana,24,Nis,8.0,2017-09-10,2021-05-20,120,student@uni.rs,,3.6931506849315068,2017.0
608,Ana,25,nepoznat,7.5,2018-09-15,,60,marko@yahoo.com,+381641234567,,2018.0
609,Milica,26,Kragujevac,6.0,2019-10-01,2025-07-01,240,student@uni.rs,,5.7534246575342465,2019.0
610,Stefan,21,Novi Sad,10.0,,,0,student@uni.rs,+381641234567,,
611,Nikola,24,Novi Sad,9.0,,,180,marko@yahoo.com,+381612345678,,
614,Marko,20,nepoznat,10.0,2020-11-01,2025-07-01,119,student@uni.rs,,4.6657534246575345,2020.0
616,Milica,26,nepoznat,8.0,2017-09-10,2021-05-20,119,student@uni.rs,,3.6931506849315068,2017.0
617,Milica,30,Nis,9.107142857142858,2017-09-10,,240,student@uni.rs,,,2017.0
618,Jovan,24,nepoznat,9.0,2019-10-01,,180,ana@gmail.com,,,2019.0
620,Jovan,25,Novi Sad,6.0,2020-11-01,2021-05-20,119,ana@gmail.com,+381612345678,0.547945205479452,2020.0
621,Marko,26,Nis,9.0,2018-09-15,2024-07-01,240,marko@yahoo.com,,5.7972602739726025,2018.0
623,Ana,20,nepoznat,10.0,,,0,jelena@hotmail.com,+381601234567,,
624,Jovan,25,Beograd,8.0,2018-09-15,,119,marko@yahoo.com,+381601234567,,2018.0
626,Stefan,25,Nis,9.107142857142858,2018-09-15,,0,ana@gmail.com,+381641234567,,2018.0
628,nepoznat,21,Novi Sad,8.0,2018-09-15,2024-07-01,119,ana@gmail.com,+381612345678,5.7972602739726025,2018.0
634,Ana,24,Novi Sad,9.0,,,60,ana@gmail.com,+381612345678,,
638,Marija,27,Beograd,7.5,2017-09-10,,120,student@uni.rs,,,2017.0
639,Jovan,26,Kragujevac,8.0,2020-11-01,2021-05-20,0,marko@yahoo.com,,0.547945205479452,2020.0
640,nepoznat,24,Novi Sad,10.0,2020-11-01,2024-07-01,119,marko@yahoo.com,+381641234567,3.665753424657534,2020.0
643,Nikola,24,nepoznat,9.0,,2021-05-20,0,student@uni.rs,,,
645,Ana,21,Nis,6.0,2017-09-10,2024-07-01,119,ana@gmail.com,,6.810958904109589,2017.0
647,Marija,24,nepoznat,9.0,2017-09-10,,119,ana@gmail.com,+381641234567,,2017.0
648,Marija,24,Kragujevac,9.0,2019-10-01,,119,marko@yahoo.com,+381612345678,,2019.0
651,nepoznat,20,Nis,8.0,2019-10-01,2023-06-15,119,ana@gmail.com,,3.706849315068493,2019.0
652,Petar,23,Nis,10.0,2017-09-10,,180,jelena@hotmail.com,,,2017.0
654,Nikola,22,Kragujevac,8.0,2018-09-15,,0,student@uni.rs,,,2018.0
655,Petar,20,nepoznat,9.0,2019-10-01,2021-05-20,240,student@uni.rs,,1.6356164383561644,2019.0
657,Jelena,30,Nis,9.107142857142858,,2021-05-20,119,jelena@hotmail.com,,,
658,Nikola,24,Nis,9.0,2017-09-10,,119,marko@yahoo.com,+381641234567,,2017.0
661,Marija,24,Nis,9.0,2020-11-01,2023-06-15,60,jelena@hotmail.com,,2.6191780821917807,2020.0
663,Jelena,25,Kragujevac,9.107142857142858,2019-10-01,2023-06-15,240,student@uni.rs,,3.706849315068493,2019.0
664,nepoznat,23,Beograd,9.0,2018-09-15,,120,jelena@hotmail.com,+381641234567,,2018.0
665,Ana,21,Nis,10.0,2017-09-10,2025-07-01,60,marko@yahoo.com,+381641234567,7.810958904109589,2017.0
666,Stefan,23,nepoznat,6.0,2020-11-01,,0,marko@yahoo.com,,,2020.0
667,Nikola,24,Nis,9.0,2018-09-15,2025-07-01,119,ana@gmail.com,,6.7972602739726025,2018.0
669,Marija,27,Nis,9.0,,2021-05-20,240,ana@gmail.com,,,
670,Ivana,22,Beograd,7.5,2018-09-15,2023-06-15,119,student@uni.rs,,4.750684931506849,2018.0
671,Ana,28,Novi Sad,9.0,,2025-07-01,180,jelena@hotmail.com,,,
674,Milica,20,nepoznat,8.0,2017-09-10,2023-06-15,119,marko@yahoo.com,,5.764383561643836,2017.0
677,nepoznat,24,Nis,9.0,2017-09-10,,120,student@uni.rs,+381612345678,,2017.0
679,Ana,20,Nis,9.0,2018-09-15,2024-07-01,119,jelena@hotmail.com,,5.7972602739726025,2018.0
684,Nikola,28,nepoznat,9.0,,2023-06-15,119,ana@gmail.com,,,
685,Jovan,28,nepoznat,9.0,2017-09-10,,119,jelena@hotmail.com,+381601234567,,2017.0
686,nepoznat,20,Novi Sad,8.0,2020-11-01,,60,marko@yahoo.com,+381601234567,,2020.0
687,Jelena,21,Nis,6.0,2017-09-10,2025-07-01,240,ana@gmail.com,,7.810958904109589,2017.0
689,Jovan,20,nepoznat,9.107142857142858,,,0,jelena@hotmail.com,,,
691,Marija,29,Nis,8.0,,2025-07-01,119,jelena@hotmail.com,,,
695,Stefan,27,Kragujevac,7.5,2019-10-01,2025-07-01,119,student@uni.rs,+381612345678,5.7534246575342465,2019.0
696,Marko,24,Nis,6.0,2020-11-01,,180,marko@yahoo.com,,,2020.0
698,nepoznat,30,Nis,10.0,2018-09-15,,240,jelena@hotmail.com,,,2018.0
699,Ivana,26,nepoznat,9.0,2020-11-01,,119,student@uni.rs,,,2020.0
